imdb_title_id,total_votes,mean_vote
tt0038777,5892,7.1
tt0038778,140,5.7
tt0038779,123,6.2
tt0038780,1302,7.1
tt0038782,1305,6.6
tt0038784,165,7.5
tt0038787,90400,7.9
tt0038788,181,5.6
tt0038794,344,7
tt0038795,574,6.6
tt0038802,381,6.6
tt0038810,222,6.9
tt0038813,255,7.5
tt0038821,388,6.8
tt0038824,1447,8
tt0038826,197,6.8
tt0038830,101,7.1
tt0038831,117,5.6
tt0038832,102,6.2
tt0038839,233,6.6
tt0038841,111,7.2
tt0038842,190,6.8
tt0038853,1002,7.3
tt0038854,18084,7.5
tt0038863,205,6.9
tt0038870,189,7
tt0038873,5229,7.6
tt0038877,117,5.2
tt0038878,114,6
tt0038889,128,6.3
tt0038890,22689,8
tt0038891,131,6.8
tt0038905,216,5.9
tt0038908,862,6.8
tt0038911,154,6.6
tt0038913,6377,7.9
tt0038916,536,6.7
tt0038917,346,6.5
tt0038922,356,7.2
tt0038924,1533,7
tt0038926,159,5.8
tt0038927,236,6.1
tt0038928,171,6.1
tt0038929,637,7.7
tt0038934,2199,5.4
tt0038937,2275,6.4
tt0038938,209,6.4
tt0038948,945,7.3
tt0038955,335,7.2
tt0038956,106,6.6
tt0038958,1083,6.4
tt0038959,322,6.6
tt0038965,2414,7.2
tt0038968,116,5.8
tt0038969,11103,7.5
tt0038970,200,7.2
tt0038973,197,6.1
tt0038974,173,6.2
tt0038975,8780,7.5
tt0038976,457,6.9
tt0038979,117,6
tt0038982,329,6.4
tt0038984,3074,7.6
tt0038986,630,6.4
tt0038988,8145,7.5
tt0038990,1687,6.7
tt0038991,23436,7.4
tt0039000,330,6.4
tt0039001,196,6.8
tt0039003,320,5.6
tt0039004,456,7.1
tt0039011,2149,7.4
tt0039017,5290,7.2
tt0039020,225,6.6
tt0039023,229,6.1
tt0039026,253,6.9
tt0039029,1784,7.1
tt0039031,314,7.2
tt0039032,129,6.2
tt0039036,1073,7
tt0039037,2908,8.1
tt0039038,223,6.2
tt0039040,2300,7.9
tt0039041,2270,7.6
tt0039047,571,8
tt0039053,408,6.5
tt0039054,493,6.8
tt0039055,441,6.6
tt0039056,432,7
tt0039061,215,7.4
tt0039066,2683,6.6
tt0039067,237,6.2
tt0039073,257,6.5
tt0039074,1119,7.2
tt0039076,205,5.2
tt0039080,1770,7.2
tt0039082,983,6.7
tt0039087,237,7.4
tt0039090,2852,7.2
tt0039095,359,6.9
tt0039098,110,5.9
tt0039101,960,5.9
tt0039110,1478,6.7
tt0039111,5240,7.4
tt0039112,104,7.1
tt0039114,257,6.5
tt0039116,2834,6.6
tt0039118,154,6.2
tt0039127,161,6.6
tt0039132,114,7
tt0039133,146,5
tt0039135,444,6.9
tt0039150,163,7.1
tt0039152,5111,7.1
tt0039154,289,7.3
tt0039155,758,7.4
tt0039157,112,6.6
tt0039158,194,6.4
tt0039160,257,5.8
tt0039169,7599,7.4
tt0039170,310,6.2
tt0039174,132,6.1
tt0039178,542,6.9
tt0039180,302,5.9
tt0039187,142,5.8
tt0039188,220,6.6
tt0039190,13635,7.8
tt0039191,139,6.6
tt0039192,20946,7.9
tt0039193,319,6
tt0039194,155,6
tt0039195,740,6.9
tt0039196,137,6.5
tt0039197,135,6.8
tt0039198,119,5.4
tt0039200,157,6.9
tt0039201,139,6.8
tt0039202,140,6.7
tt0039203,134,6.9
tt0039204,4226,7.7
tt0039208,3964,7.3
tt0039211,4403,7.3
tt0039213,139,6.8
tt0039215,147,7
tt0039216,281,7
tt0039217,892,6.7
tt0039220,5118,7.4
tt0039224,8734,7.7
tt0039226,1852,7.9
tt0039230,234,5.9
tt0039231,370,6.3
tt0039233,160,7.1
tt0039234,177,6.8
tt0039235,371,6.5
tt0039236,196,6.2
tt0039242,331,6.7
tt0039243,1760,7.1
tt0039244,285,6.6
tt0039245,145,6.2
tt0039250,880,6.4
tt0039255,131,6.5
tt0039260,436,6.6
tt0039262,464,6.2
tt0039266,476,6.2
tt0039277,1143,6.4
tt0039279,269,6.3
tt0039281,162,6.8
tt0039283,193,5.9
tt0039288,1252,6.7
tt0039293,474,6.4
tt0039296,140,7
tt0039297,216,6.8
tt0039299,129,6.7
tt0039301,183,6.3
tt0039302,17241,7.6
tt0039304,208,6.8
tt0039305,6542,7.2
tt0039306,687,7
tt0039307,441,7.6
tt0039308,629,7
tt0039309,157,6.7
tt0039310,144,7.2
tt0039311,1256,6.8
tt0039312,581,6.2
tt0039313,1900,6.8
tt0039317,754,7
tt0039318,102,6.1
tt0039320,1484,6.7
tt0039321,893,6.7
tt0039323,204,7.2
tt0039324,1053,6.7
tt0039330,141,7.1
tt0039335,2954,7
tt0039337,1152,6.4
tt0039340,764,7
tt0039341,274,7.2
tt0039342,118,6.2
tt0039344,374,7.1
tt0039349,2325,7.3
tt0039351,139,7.3
tt0039357,443,6.1
tt0039360,403,6.8
tt0039361,109,6
tt0039365,466,5.8
tt0039368,131,6.2
tt0039370,2270,7.5
tt0039372,1313,6.5
tt0039377,444,6.2
tt0039382,166,7.4
tt0039389,176,6.3
tt0039390,101,5.6
tt0039391,1186,6.8
tt0039394,449,6.8
tt0039396,1274,7.1
tt0039398,336,7
tt0039402,2083,6.5
tt0039404,6779,6.6
tt0039405,140,6.9
tt0039409,206,6.6
tt0039410,730,6.6
tt0039416,14511,7.4
tt0039417,9984,7.8
tt0039419,119,6.2
tt0039420,15297,8
tt0039421,248,6.2
tt0039423,342,7.3
tt0039424,115,6.9
tt0039428,991,6.9
tt0039431,2360,7.9
tt0039434,688,6.1
tt0039437,1294,7
tt0039438,441,6.6
tt0039439,162,6.5
tt0039441,587,6.4
tt0039442,128,7.4
tt0039447,275,7.3
tt0039451,105,5.6
tt0039453,402,7.2
tt0039456,314,6.2
tt0039460,221,6.1
tt0039461,341,6.8
tt0039463,103,6.8
tt0039464,1401,7
tt0039472,378,6.1
tt0039473,101,6.9
tt0039477,1349,6.8
tt0039478,1333,7
tt0039479,512,7.1
tt0039482,2329,7.1
tt0039483,163,7
tt0039484,208,6.7
tt0039485,575,6.6
tt0039486,467,6.3
tt0039490,271,7.5
tt0039492,608,6.9
tt0039495,130,6.7
tt0039496,125,5.9
tt0039500,620,6.9
tt0039501,737,6.7
tt0039502,3323,7.8
tt0039503,196,6.5
tt0039504,740,7.2
tt0039509,282,6.8
tt0039511,125,6.6
tt0039512,196,7.3
tt0039515,1492,6.9
tt0039516,252,7
tt0039530,104,5.6
tt0039531,344,6.8
tt0039539,334,7.4
tt0039543,125,6.6
tt0039545,4916,6.6
tt0039550,253,7.1
tt0039554,103,5.3
tt0039556,730,7.1
tt0039563,1035,7.9
tt0039566,4567,7.4
tt0039568,124,6.1
tt0039574,347,6.4
tt0039579,187,5.9
tt0039581,1399,6.7
tt0039582,136,5.9
tt0039583,923,7
tt0039586,199,6.1
tt0039587,135,7
tt0039589,2962,7.1
tt0039591,763,6.7
tt0039594,172,6.3
tt0039595,1426,6.7
tt0039600,155,6.2
tt0039607,114,6.7
tt0039615,732,7.1
tt0039619,379,6.6
tt0039625,216,6.4
tt0039627,365,6.9
tt0039628,39089,7.9
tt0039631,15450,7.9
tt0039632,693,7.2
tt0039634,558,6.9
tt0039636,962,6.5
tt0039645,2962,7
tt0039647,344,6.7
tt0039649,118,6.1
tt0039650,108,6.6
tt0039651,1683,7.8
tt0039655,428,7
tt0039656,252,7.3
tt0039657,656,7
tt0039659,419,6.6
tt0039660,330,5.9
tt0039666,1430,7.2
tt0039668,939,8.1
tt0039676,1031,7.2
tt0039677,8764,7.7
tt0039678,139,6.3
tt0039682,343,6.9
tt0039686,624,6.3
tt0039688,194,6.7
tt0039689,31759,7.9
tt0039694,9841,6.6
tt0039698,1017,7
tt0039701,114,5.9
tt0039702,108,6.1
tt0039716,231,6.9
tt0039725,4433,7.2
tt0039730,297,6.6
tt0039735,628,6.8
tt0039737,2773,7.3
tt0039739,4978,7.5
tt0039743,646,3.5
tt0039745,125,7
tt0039748,1385,6.8
tt0039750,1313,6.8
tt0039757,3287,6.9
tt0039761,773,7.1
tt0039768,2565,7.3
tt0039772,490,6.8
tt0039776,3059,7.6
tt0039780,105,5.9
tt0039783,471,7.1
tt0039784,174,6.9
tt0039787,144,6.5
tt0039792,114,6.6
tt0039793,171,7.4
tt0039797,369,7
tt0039800,1372,4.2
tt0039806,1870,6.5
tt0039808,5555,7.2
tt0039810,121,6.7
tt0039811,486,6.8
tt0039815,280,6.1
tt0039816,129,6.1
tt0039819,377,6.8
tt0039820,472,5.6
tt0039821,153,6.9
tt0039822,4202,7.7
tt0039823,427,7.3
tt0039825,1419,6.9
tt0039826,1800,6.5
tt0039829,450,6.7
tt0039834,1369,6.5
tt0039840,1237,6.5
tt0039842,401,7.1
tt0039846,170,7.3
tt0039847,379,6.9
tt0039848,102,6.5
tt0039850,907,7
tt0039852,171,6.6
tt0039853,4356,7.2
tt0039861,140,6.8
tt0039865,215,6
tt0039871,2645,7.3
tt0039873,191,6.8
tt0039881,3073,7
tt0039883,294,7
tt0039887,1967,7.4
tt0039892,602,6.3
tt0039893,174,6.6
tt0039895,1280,7.3
tt0039896,1879,7.2
tt0039897,146,4.8
tt0039898,321,6.2
tt0039901,103,6.3
tt0039908,541,6.3
tt0039912,946,7.4
tt0039926,3467,6.9
tt0039927,1288,6.4
tt0039935,223,6.6
tt0039936,120,7
tt0039937,982,7
tt0039938,365,7
tt0039941,2370,7.2
tt0039947,685,7
tt0039949,823,7.9
tt0039951,328,6.5
tt0039954,401,7.3
tt0039960,168,5.5
tt0039966,164,7.2
tt0039969,586,7
tt0039973,760,7.2
tt0039975,242,7
tt0039981,109,6.6
tt0039982,326,6.9
tt0039984,121,7
tt0039986,276,6.4
tt0039987,390,2.9
tt0039994,112,6.8
tt0039998,1013,7.6
tt0039999,108,6.4
tt0040000,1884,6.5
tt0040002,348,6.9
tt0040003,128,4.9
tt0040009,270,7.6
tt0040012,410,7.2
tt0040016,124,7.3
tt0040064,8125,7.3
tt0040067,343,7.4
tt0040068,14242,7.7
tt0040071,737,7
tt0040072,552,7
tt0040076,2734,7.1
tt0040077,121,6.8
tt0040080,479,6.6
tt0040082,597,6.8
tt0040087,1592,7.5
tt0040089,188,6.1
tt0040090,231,6.9
tt0040092,1350,7.1
tt0040096,275,7.5
tt0040097,220,7
tt0040098,2390,6.8
tt0040100,131,7.2
tt0040102,438,7.2
tt0040104,880,7.4
tt0040106,135,5.9
tt0040107,276,6.2
tt0040109,1349,6.4
tt0040112,122,6.5
tt0040113,119,6.8
tt0040114,194,7.1
tt0040137,730,6.9
tt0040141,627,6.2
tt0040142,962,5.3
tt0040148,177,7
tt0040153,770,6.6
tt0040154,119,5.9
tt0040155,2856,6.8
tt0040156,144,7.3
tt0040158,205,6.9
tt0040159,202,6.6
tt0040160,7572,7.7
tt0040166,273,6.3
tt0040167,338,6.4
tt0040173,124,6.8
tt0040174,132,6.7
tt0040175,2128,7
tt0040178,843,6.6
tt0040183,229,5.6
tt0040185,2586,6.9
tt0040186,120,5.8
tt0040187,360,6.6
tt0040189,184,6
tt0040197,227,7.5
tt0040202,7800,7.4
tt0040210,328,6.7
tt0040214,410,6.3
tt0040221,3126,7.1
tt0040223,361,7.2
tt0040229,228,6.5
tt0040237,102,6.2
tt0040242,1857,7.4
tt0040245,684,6.8
tt0040246,403,6.7
tt0040249,190,6
tt0040254,179,5.2
tt0040257,2295,7.3
tt0040267,152,6
tt0040268,118,5.5
tt0040270,1159,6.4
tt0040271,1071,6.8
tt0040273,225,6.7
tt0040276,137,6.7
tt0040281,208,7
tt0040287,158,5.9
tt0040288,205,7
tt0040292,226,8
tt0040296,340,6.8
tt0040300,105,7.2
tt0040302,121,5.9
tt0040305,201,7
tt0040308,8399,7.6
tt0040309,123,6.2
tt0040315,184,6.9
tt0040317,1432,6.2
tt0040321,869,7.5
tt0040325,281,6.7
tt0040328,184,6.3
tt0040330,271,6.5
tt0040333,118,6.7
tt0040335,834,7.4
tt0040336,157,6.9
tt0040338,7563,7.7
tt0040339,124,6.8
tt0040341,249,8
tt0040342,177,6.5
tt0040347,323,7.1
tt0040349,128,6.5
tt0040352,215,6.7
tt0040353,643,6.3
tt0040355,194,6.8
tt0040364,172,7
tt0040365,156,6.7
tt0040366,5670,7.4
tt0040367,6646,7.4
tt0040369,16076,7.6
tt0040370,726,7.2
tt0040379,510,7.1
tt0040380,326,6.8
tt0040385,102,6.1
tt0040390,101,6.4
tt0040394,466,6.7
tt0040395,613,6.6
tt0040399,111,6.2
tt0040401,160,5.7
tt0040402,323,6.4
tt0040407,345,6.9
tt0040409,106,6.3
tt0040411,115,6.3
tt0040416,14941,7.7
tt0040418,1992,6.7
tt0040427,4911,7.2
tt0040431,248,6.4
tt0040432,196,5.8
tt0040438,579,6.8
tt0040443,421,6.9
tt0040444,2261,6.8
tt0040446,812,6.9
tt0040452,120,5.4
tt0040455,436,6.6
tt0040457,372,6.9
tt0040458,4899,8.3
tt0040460,199,6.9
tt0040464,172,6.4
tt0040465,164,7
tt0040467,159,6.7
tt0040472,799,6.2
tt0040473,236,6.3
tt0040474,179,6.9
tt0040478,739,6.5
tt0040481,1436,7.3
tt0040482,131,6.4
tt0040489,235,7.2
tt0040491,2761,6.5
tt0040495,4160,7.7
tt0040498,853,7
tt0040499,1587,7.4
tt0040500,621,2.2
tt0040501,709,7.3
tt0040504,542,7.4
tt0040505,1247,7.6
tt0040506,36285,7.9
tt0040507,184,6.2
tt0040508,112,6
tt0040512,998,6.9
tt0040513,492,5.3
tt0040522,141507,8.1
tt0040525,26017,7.6
tt0040530,551,2.3
tt0040535,192,5.6
tt0040536,10756,7.8
tt0040543,102,6.5
tt0040544,134,7.1
tt0040548,338,7
tt0040550,1651,6.8
tt0040552,942,6.4
tt0040553,818,7.1
tt0040555,114,6.1
tt0040556,406,6.8
tt0040558,6187,7.5
tt0040559,583,6.8
tt0040560,124,7.1
tt0040566,189,6.9
tt0040577,448,7.3
tt0040580,4740,6.4
tt0040582,1074,7.2
tt0040585,103,6.4
tt0040590,238,6.2
tt0040594,808,6.8
tt0040597,860,7.1
tt0040599,246,7.5
tt0040601,250,7.2
tt0040602,124,6.7
tt0040603,135,5.4
tt0040604,157,6.2
tt0040605,234,7.2
tt0040613,10007,7.5
tt0040614,1059,6.7
tt0040615,171,7
tt0040619,129,7
tt0040622,1105,6.6
tt0040623,118,7.2
tt0040624,229,6.5
tt0040626,901,5.8
tt0040631,281,6
tt0040634,149,7.7
tt0040636,11788,7.6
tt0040643,1044,7.2
tt0040644,106,7
tt0040646,190,6
tt0040647,515,6.1
tt0040651,274,6.5
tt0040652,974,7.5
tt0040654,112,5.6
tt0040662,11025,7.7
tt0040664,563,6
tt0040665,743,6.2
tt0040666,205,6.8
tt0040668,210,6
tt0040669,1168,7
tt0040671,181,6.8
tt0040674,251,7.1
tt0040679,3631,7
tt0040682,620,7.1
tt0040687,124,6
tt0040694,4285,7.1
tt0040695,2933,7.2
tt0040696,121,5.9
tt0040703,124,6.7
tt0040705,6063,7.8
tt0040707,220,7.3
tt0040715,186,7.8
tt0040719,509,6.6
tt0040720,1827,7.2
tt0040723,4017,7.3
tt0040724,27426,7.7
tt0040725,29901,8.1
tt0040726,278,6.5
tt0040730,170,6.4
tt0040732,661,6.4
tt0040733,337,6.5
tt0040737,3570,7.7
tt0040738,157,6.1
tt0040740,2293,7.3
tt0040744,114,6.4
tt0040745,1868,7.2
tt0040746,125949,8
tt0040751,1009,7
tt0040753,229,6.7
tt0040755,428,7.5
tt0040758,399,6.7
tt0040759,172,6.7
tt0040761,1575,7.1
tt0040762,275,6.5
tt0040765,3745,7.9
tt0040766,4300,6.8
tt0040773,274,6.7
tt0040778,225,6.5
tt0040779,267,6.4
tt0040782,109,6.7
tt0040785,488,6.4
tt0040787,112,6.6
tt0040788,184,6.8
tt0040789,1052,6.6
tt0040793,118,6.7
tt0040794,189,6.2
tt0040798,1444,6.9
tt0040799,367,6.8
tt0040801,153,6.5
tt0040802,242,6.6
tt0040804,156,6.3
tt0040805,266,7.3
tt0040806,6666,7.7
tt0040808,212,6
tt0040809,538,7
tt0040810,218,6.9
tt0040816,174,6.4
tt0040820,2081,7.2
tt0040823,9456,7.5
tt0040825,469,7
tt0040829,1419,6.5
tt0040830,222,7.1
tt0040834,3400,7.4
tt0040835,998,6.7
tt0040837,115,7.1
tt0040840,112,7
tt0040843,2626,7.1
tt0040848,498,6
tt0040849,335,6.9
tt0040852,929,7.2
tt0040855,103,6.1
tt0040859,118,7.2
tt0040861,305,6.7
tt0040862,1883,7.1
tt0040865,542,6.9
tt0040866,4267,7.9
tt0040868,282,6.2
tt0040869,635,6.1
tt0040870,760,6.8
tt0040872,6856,7.6
tt0040875,470,6.5
tt0040876,5605,7.3
tt0040877,129,7
tt0040884,1096,6.6
tt0040887,628,7.2
tt0040891,326,6.8
tt0040896,260,6.7
tt0040897,111478,8
tt0040898,633,8.2
tt0040905,224,7.4
tt0040910,288,6.1
tt0040915,261,6
tt0040917,594,7.3
tt0040919,4497,7.6
tt0040920,523,5.3
tt0040925,184,6.2
tt0040928,504,7.9
tt0040934,838,6.9
tt0040940,270,6.7
tt0040942,234,7.6
tt0040946,2377,6.8
tt0040947,442,6.4
tt0040949,259,7
tt0040952,108,6.5
tt0040962,137,6.5
tt0040963,339,6.6
tt0040965,1036,6.8
tt0040966,229,5.1
tt0040970,1256,7.8
tt0040971,1018,7
tt0040974,1275,6.7
tt0040976,1131,6.6
tt0040978,4293,7.5
tt0040979,10007,7.8
tt0040980,1054,7.3
tt0040982,687,7
tt0040983,244,6.4
tt0040989,165,7.3
tt0041084,283,6.8
tt0041085,3518,7.4
tt0041088,4324,7.5
tt0041089,457,6.4
tt0041090,19076,7.6
tt0041093,405,6.3
tt0041094,12376,7.1
tt0041098,3374,6.9
tt0041107,729,7.3
tt0041109,115,5.8
tt0041111,167,6.8
tt0041113,12893,7.5
tt0041115,326,6.1
tt0041117,530,6.6
tt0041122,153,5.9
tt0041123,460,7.5
tt0041124,224,7.4
tt0041127,669,6.9
tt0041133,160,5.2
tt0041134,331,6.1
tt0041141,519,7.7
tt0041144,249,6.9
tt0041149,328,5.5
tt0041154,13888,8
tt0041158,2699,7.1
tt0041161,535,7.8
tt0041162,1594,6.3
tt0041163,6446,7.6
tt0041165,705,6.3
tt0041172,2115,7.3
tt0041175,171,5.5
tt0041176,170,6.4
tt0041177,106,5.8
tt0041178,4030,7.1
tt0041179,442,6
tt0041181,724,6.5
tt0041182,949,6.6
tt0041187,893,6.2
tt0041188,143,6.7
tt0041189,147,6.6
tt0041190,459,6.7
tt0041195,158,5.6
tt0041196,260,5.9
tt0041198,2134,7.1
tt0041199,258,6.4
tt0041203,149,6.3
tt0041204,215,6.4
tt0041207,1567,6.7
tt0041209,104,5.8
tt0041210,164,6.6
tt0041218,213,6
tt0041220,310,6.1
tt0041223,564,6
tt0041232,309,6.8
tt0041238,513,6.4
tt0041239,3620,7.4
tt0041243,263,6.6
tt0041246,103,6.2
tt0041247,417,6.1
tt0041248,105,6.9
tt0041251,303,6.8
tt0041252,715,6.6
tt0041253,2287,7.3
tt0041255,171,7
tt0041257,1030,7.5
tt0041259,2098,6.7
tt0041260,781,6.2
tt0041263,633,6.7
tt0041264,122,6.8
tt0041267,175,6.5
tt0041269,923,6.8
tt0041277,160,5.3
tt0041278,559,6.2
tt0041285,136,6.2
tt0041286,194,6.8
tt0041294,110,6
tt0041296,109,5.1
tt0041300,362,6.9
tt0041302,129,7.3
tt0041303,392,7.2
tt0041308,384,6.6
tt0041313,827,7.5
tt0041327,1812,7
tt0041328,676,6.5
tt0041329,1125,6.6
tt0041332,268,5.9
tt0041340,129,6.6
tt0041341,268,7
tt0041342,177,6.9
tt0041346,527,6.7
tt0041347,108,6.8
tt0041350,386,6.6
tt0041352,192,6
tt0041360,206,7.4
tt0041361,2820,6.6
tt0041362,428,6.7
tt0041363,111,7.1
tt0041368,1965,7
tt0041373,2327,7.1
tt0041374,471,6.6
tt0041375,180,7.1
tt0041378,1479,6.6
tt0041382,400,6.5
tt0041386,9167,7.1
tt0041387,1106,6.6
tt0041399,1650,6.9
tt0041400,218,6.4
tt0041403,243,6.7
tt0041410,492,8
tt0041413,116,6.4
tt0041414,225,6.4
tt0041415,448,6.1
tt0041416,281,7.4
tt0041420,178,6.8
tt0041423,1117,7.3
tt0041426,197,6.4
tt0041428,644,6.8
tt0041429,390,6.8
tt0041430,1064,6.7
tt0041431,399,6.5
tt0041437,130,6
tt0041445,1246,7.5
tt0041452,13301,8.2
tt0041453,213,7.2
tt0041455,152,5.8
tt0041460,1601,7.4
tt0041469,533,6.8
tt0041472,214,7.1
tt0041473,4145,7.3
tt0041481,565,7.3
tt0041482,231,6.5
tt0041486,189,6.2
tt0041487,2854,7.4
tt0041489,165,6.1
tt0041495,903,6
tt0041497,1943,6.9
tt0041503,3040,7.1
tt0041504,197,6.8
tt0041506,368,7.5
tt0041507,3314,7.3
tt0041509,2969,7
tt0041511,411,6.8
tt0041513,1902,7.6
tt0041514,1518,7.2
tt0041515,1435,6.4
tt0041523,699,5.8
tt0041526,399,6.3
tt0041527,469,6.4
tt0041529,381,6.9
tt0041530,573,7.3
tt0041531,300,6.8
tt0041532,101,6.1
tt0041546,33789,7.9
tt0041547,827,7.4
tt0041549,354,6.3
tt0041550,360,6.1
tt0041555,2968,7
tt0041562,298,6.8
tt0041571,965,6.4
tt0041572,572,6.8
tt0041573,338,6.1
tt0041576,128,6.9
tt0041579,177,7
tt0041587,8279,7.8
tt0041590,230,7.1
tt0041594,6465,7.4
tt0041597,159,5.4
tt0041599,317,6.5
tt0041600,369,7.1
tt0041602,325,7.3
tt0041604,2523,6
tt0041608,260,7.4
tt0041610,1061,6.9
tt0041613,1166,7.1
tt0041615,2322,7.1
tt0041616,185,6
tt0041619,364,7.4
tt0041622,1078,6.7
tt0041624,111,7
tt0041625,1468,6.7
tt0041627,211,6.3
tt0041628,737,6
tt0041631,601,6.7
tt0041634,755,7
tt0041635,239,6.9
tt0041640,319,6.8
tt0041643,143,6.5
tt0041644,323,6.9
tt0041647,141,6.3
tt0041650,4531,7.1
tt0041652,671,6.9
tt0041659,310,6.6
tt0041662,536,7.2
tt0041663,520,6.8
tt0041664,107,7.3
tt0041671,1124,6.8
tt0041672,807,7.2
tt0041673,865,6.7
tt0041676,191,7.6
tt0041687,1299,6.6
tt0041694,1751,7.5
tt0041696,195,7.8
tt0041699,14795,7.6
tt0041700,465,7
tt0041705,276,6.9
tt0041710,178,6.9
tt0041713,136,7.2
tt0041715,159,3.4
tt0041716,15559,7.6
tt0041719,10117,7.9
tt0041724,378,5.5
tt0041725,325,8.1
tt0041727,406,6.2
tt0041733,288,5.8
tt0041735,2133,7.6
tt0041737,3939,7.3
tt0041738,213,7.3
tt0041744,132,6.2
tt0041746,2642,7.3
tt0041749,150,6.4
tt0041761,749,6.2
tt0041763,118,6.9
tt0041767,1480,7.2
tt0041773,214,7.2
tt0041776,1292,7.3
tt0041786,4175,7.2
tt0041787,207,6.5
tt0041788,542,6.5
tt0041790,818,6.5
tt0041791,162,5.1
tt0041792,878,6.5
tt0041795,219,6.2
tt0041796,1453,7.1
tt0041800,328,7.3
tt0041802,146,7
tt0041807,114,6.9
tt0041809,170,6.1
tt0041810,114,6.6
tt0041816,139,6.3
tt0041822,1196,6.9
tt0041823,201,6.8
tt0041824,228,6
tt0041826,298,7.4
tt0041827,444,6.7
tt0041831,506,6.7
tt0041832,105,6.2
tt0041838,6868,6.9
tt0041841,9346,7.3
tt0041847,1053,6.7
tt0041855,2523,7.6
tt0041857,119,7
tt0041859,7515,7.5
tt0041865,300,4.1
tt0041866,15495,7.4
tt0041870,2869,7.5
tt0041871,1366,6.6
tt0041880,156,7.2
tt0041882,304,7.3
tt0041883,400,6.8
tt0041885,264,6.5
tt0041886,2194,7.3
tt0041890,1255,7.1
tt0041898,149,6.4
tt0041902,638,7.1
tt0041907,383,6.3
tt0041911,228,7
tt0041915,143,6.5
tt0041916,109,6.3
tt0041917,130,6.4
tt0041918,127,5.1
tt0041922,126,6.9
tt0041923,725,6.1
tt0041926,330,7
tt0041928,2652,7.2
tt0041929,595,6.9
tt0041931,5702,7.3
tt0041935,124,6.8
tt0041940,155,6.7
tt0041944,3187,6.9
tt0041945,314,6.7
tt0041947,517,6.1
tt0041948,902,6.9
tt0041949,355,6.4
tt0041954,2435,7.3
tt0041955,1119,6.8
tt0041956,500,6.8
tt0041958,5154,7.6
tt0041959,155228,8.1
tt0041963,914,6.8
tt0041967,1790,6.4
tt0041968,3570,7.4
tt0041969,216,6.4
tt0041971,143,5.7
tt0041974,396,6.8
tt0041975,394,7
tt0041982,307,6.7
tt0041983,978,6.5
tt0041986,100,6.3
tt0041989,108,6.6
tt0041994,1020,6.4
tt0041996,11992,7.9
tt0041999,168,7.4
tt0042004,6182,6.3
tt0042005,261,6.7
tt0042006,777,6.8
tt0042007,402,6.7
tt0042028,152,6.5
tt0042030,251,7
tt0042031,355,7.4
tt0042033,651,6.6
tt0042035,964,6.7
tt0042039,3607,6.9
tt0042040,5016,7.4
tt0042041,28955,8
tt0042046,3363,7.5
tt0042049,245,6.1
tt0042051,141,6.4
tt0042052,651,7
tt0042053,1389,6.2
tt0042054,223,7.2
tt0042059,129,7.1
tt0042060,139,6.1
tt0042061,140,5.3
tt0042067,189,4.4
tt0042175,358,7.2
tt0042176,1148,7
tt0042179,2698,7.2
tt0042182,281,6
tt0042189,721,6.6
tt0042192,117634,8.1
tt0042194,167,6.1
tt0042195,962,6.3
tt0042200,4299,7
tt0042201,112,6.8
tt0042206,2304,7
tt0042208,23441,7.9
tt0042209,2070,5.9
tt0042210,1727,5.7
tt0042211,624,7.2
tt0042217,127,6.8
tt0042219,1030,6.7
tt0042222,126,7
tt0042229,1877,7
tt0042230,178,6.1
tt0042235,1327,7.5
tt0042239,146,6.3
tt0042242,410,6.7
tt0042243,146,6.3
tt0042247,406,6.1
tt0042249,1362,6.7
tt0042250,450,6.9
tt0042255,111,6.1
tt0042256,1775,6.5
tt0042258,193,5.8
tt0042262,313,7.3
tt0042263,131,5.9
tt0042265,1583,7
tt0042266,362,7.5
tt0042268,160,5.7
tt0042269,353,7.4
tt0042274,1101,6.2
tt0042275,1933,6.8
tt0042276,9662,7.6
tt0042279,752,6.8
tt0042281,2730,7.5
tt0042282,329,6.9
tt0042285,1124,6.7
tt0042287,434,6.2
tt0042289,251,6.3
tt0042294,165,7.6
tt0042295,273,6.4
tt0042296,3424,7.8
tt0042298,123,5.8
tt0042301,448,7.5
tt0042310,413,6.3
tt0042311,311,7
tt0042313,422,6.1
tt0042315,582,6.1
tt0042316,122,6
tt0042318,110,5.5
tt0042324,952,6.1
tt0042325,986,7.6
tt0042326,246,6.8
tt0042327,4561,7.2
tt0042332,142164,7.4
tt0042333,698,7
tt0042338,802,6.1
tt0042339,554,5.8
tt0042340,454,6.4
tt0042343,734,6.9
tt0042344,571,6.4
tt0042352,1480,6.7
tt0042354,192,7.2
tt0042355,2417,7.2
tt0042359,334,8.2
tt0042367,3582,7.6
tt0042369,10493,7.4
tt0042370,144,5.8
tt0042372,1176,6.4
tt0042376,2327,7.2
tt0042377,161,6.3
tt0042379,1877,6.8
tt0042382,386,6.7
tt0042383,239,5.5
tt0042387,103,6.1
tt0042389,197,5.7
tt0042393,3583,6.5
tt0042394,598,5.9
tt0042395,1297,7.3
tt0042396,105,7.7
tt0042397,847,6.7
tt0042409,474,7.3
tt0042410,233,6.5
tt0042411,251,6
tt0042412,195,6.2
tt0042417,458,6.7
tt0042423,466,3.7
tt0042425,104,6.1
tt0042426,216,6.1
tt0042428,467,6.6
tt0042429,440,7.2
tt0042432,475,6.3
