imdb_title_id,title,year,usa_gross_income
tt0055766,Donne senza paradiso - La storia di San Michele,1962,
tt0055767,Baat Ek Raat Ki,1962,
tt0055774,Barabba,1961,6322000
tt0055776,Barravento,1962,
tt0055779,Beat Girl,1960,
tt0055781,Beauty and the Beast,1962,
tt0055783,Bees Saal Baad,1962,
tt0055793,Compagni d'avventura,1962,
tt0055796,Billy Budd,1962,
tt0055797,La ragazza più bella del mondo,1962,
tt0055798,L'uomo di Alcatraz,1962,
tt0055799,Amai yoru no hate,1961,
tt0055804,El vampiro sangriento,1962,
tt0055805,Boccaccio '70,1962,
tt0055807,Okay Parigi!,1962,11990000
tt0055809,Venere in pigiama,1962,
tt0055811,The Broken Land,1962,
tt0055816,Bushidô zankoku monogatari,1963,
tt0055819,Il gabinetto del dottor Caligari,1962,
tt0055821,Os Cafajestes,1962,
tt0055824,Il promontorio della paura,1962,
tt0055827,Le strane licenze del caporale Dupont,1962,
tt0055830,Carnival of Souls,1962,
tt0055831,Carry on Cruising,1962,
tt0055832,Cartouche,1962,
tt0055839,I peccatori della foresta nera,1962,
tt0055841,Sessualità,1962,
tt0055844,Chelovek-Amfibiya,1962,
tt0055850,Chûshingura,1962,
tt0055852,Cleo dalle 5 alle 7,1962,
tt0055858,La commare secca,1962,
tt0055861,Il commissario,1962,
tt0055863,Le concerto de la peur,1963,
tt0055864,Confessioni di un fumatore d'oppio,1962,
tt0055865,La congiura dei dieci,1962,
tt0055866,Il conquistatore di Corinto,1961,
tt0055867,Costantino il grande,1961,
tt0055868,Tre passi dalla sedia elettrica,1962,
tt0055870,Ucciderò alle sette,1962,
tt0055871,Il falso traditore,1962,
tt0055872,The Creation of the Humanoids,1962,
tt0055875,"Julie, perché non vuoi?",1962,
tt0055879,La cuccagna,1962,
tt0055884,Ponte di comando,1962,
tt0055885,Il tiranno di Siracusa,1962,
tt0055887,Dangerous Charter,1962,
tt0055892,David e Lisa,1962,
tt0055893,The Day Mars Invaded Earth,1962,
tt0055895,I giorni del vino e delle rose,1962,8123077
tt0055898,Der brænder en ild,1962,
tt0055902,The Devil's Hand,1961,
tt0055904,Le tentazioni quotidiane,1962,
tt0055905,Il dominatore,1962,
tt0055910,L'uomo senza passato,1962,
tt0055913,Divorzio all'italiana,1961,
tt0055915,Las doce sillas,1962,
tt0055916,The Dock Brief,1962,
tt0055922,Don't Knock the Twist,1962,
tt0055926,Dolce violenza,1962,
tt0055927,Dr. Crippen,1963,
tt0055928,Agente 007 - Licenza di uccidere,1962,16067035
tt0055932,Die Dreigroschenoper,1963,
tt0055935,Rififi a Tokyo,1963,
tt0055936,I due colonnelli,1963,
tt0055945,Días de otoño,1963,
tt0055946,Eegah,1962,
tt0055950,Elettra,1962,
tt0055960,Er kanns nicht lassen,1962,
tt0055962,Il muro della paura,1962,
tt0055963,Fuga da Zahrain,1962,
tt0055966,El espejo de la bruja,1962,
tt0055972,Operazione terrore,1962,
tt0055973,El extra,1962,
tt0055974,Fallguy,1962,
tt0055977,La signora sprint,1962,
tt0055981,I fidanzati,1963,
tt0055987,Signora di lusso,1962,
tt0055988,5 settimane in pallone,1962,
tt0055990,Die Fledermaus,1962,
tt0055991,La maledizione del serpente giallo,1963,
tt0055992,Lo sceriffo scalzo,1962,
tt0055993,For Members Only,1960,
tt0055994,Forever My Love,1962,
tt0055998,Freud - Passioni segrete,1962,
tt0056012,La taverna dello squalo,1962,
tt0056014,Il re delle corse,1962,
tt0056016,Geronimo!,1962,
tt0056017,Gigò,1962,
tt0056018,Il giorno più corto,1963,
tt0056021,Una ragazza chiamata Tamiko,1962,
tt0056022,The Girl on the Boat,1962,
tt0056023,Cento ragazze e un marinaio,1962,7848000
tt0056026,Il gladiatore di Roma,1962,
tt0056032,I 5 ladri d'oro,1962,
tt0056034,Los golfos,1960,
tt0056037,Diciotto con il nonno,1962,
tt0056040,Il diabolico dott. Satana,1962,
tt0056042,La guerra di Troia,1961,
tt0056044,L'attimo della violenza,1962,
tt0056045,Gusarskaya ballada,1962,
tt0056048,La donna che inventò lo strip-tease,1962,
tt0056049,L'isola nuda,1960,
tt0056051,La colpa,1962,
tt0056052,Half Ticket,1962,
tt0056053,I magnifici idioti,1963,
tt0056054,"Han, Hun, Dirch og Dario",1962,
tt0056055,Hand of Death,1962,
tt0056056,Le mani dell'assassino,1962,
tt0056057,Furto su misura,1961,
tt0056058,Harakiri,1962,
tt0056059,Hatari!,1962,14000000
tt0056060,Heaven and Earth Magic,1962,
tt0056062,L'inferno è per gli eroi,1962,
tt0056063,Le avventure di un giovane,1962,
tt0056065,L'isola della violenza,1962,
tt0056071,Ipnosi,1962,
tt0056072,La belva del secolo,1962,
tt0056079,Caccia al tenente,1962,
tt0056081,Hôrô-ki,1962,
tt0056082,Rivolta al braccio d,1962,
tt0056083,House on Bare Mountain,1962,
tt0056085,La conquista del West,1962,76729
tt0056089,Il delitto della signora Allerson,1962,
tt0056093,Una sposa per due,1962,
tt0056095,I figli del capitano Grant,1962,21745500
tt0056096,Amore alla francese,1963,
tt0056098,Incident in an Alley,1962,
tt0056101,La pelle che scotta,1962,9230769
tt0056104,L'ira di Achille,1962,
tt0056105,La vergine di ferro,1963,
tt0056107,L'isola di Arturo,1962,
tt0056109,Accadde in Atene,1962,
tt0056110,Sherlocko... investigatore sciocco,1962,
tt0056111,L'infanzia di Ivan,1962,22168
tt0056112,L'ammazzagiganti,1962,
tt0056117,Jessica,1962,
tt0056121,Scotland yard: mosaico di un delitto,1962,
tt0056124,Giuseppe venduto dai fratelli,1961,
tt0056126,Il giorno e l'ora,1963,
tt0056127,Viaggio al settimo pianeta,1961,
tt0056129,Giulia tu sei meravigliosa,1962,
tt0056134,Kanchenjungha,1962,
tt0056135,Karami-ai,1962,
tt0056138,Pugno proibito,1962,1800000
tt0056139,Omicidio al green hotel,1962,
tt0056141,Una maniera d'amare,1962,6912
tt0056142,Il trionfo di King Kong,1962,
tt0056144,Kiru,1962,
tt0056148,Kohlhiesels Töchter,1962,
tt0056158,Kuro no tesuto kâ,1962,
tt0056160,Két félidö a pokolban,1961,
tt0056165,Landru,1963,
tt0056171,Ro.Go.Pa.G.,1963,
tt0056172,Lawrence d'Arabia,1962,45306425
tt0056173,La leggenda di Lobo,1962,
tt0056174,La leggenda di Enea,1962,
tt0056181,Delitto di coscienza,1962,
tt0056183,Luce nella piazza,1962,
tt0056186,Il leone,1962,2620000
tt0056187,L'ispettore,1962,
tt0056193,Lolita,1962,
tt0056194,Gioventù amore e rabbia,1962,
tt0056195,Solo sotto le stelle,1962,
tt0056196,Il lungo viaggio verso la notte,1962,
tt0056197,Il giorno più lungo,1962,
tt0056201,Las luchadoras contra el médico asesino,1963,
tt0056207,Maciste contro i cacciatori di teste,1963,
tt0056208,Madame Sans Gêne,1961,
tt0056209,Inferno a Madison Avenue,1961,
tt0056210,Mafioso,1962,400019
tt0056211,La spada magica,1962,
tt0056212,La grande attrazione,1962,
tt0056215,Mamma Roma,1962,
tt0056216,L'uomo che morì tre volte,1963,
tt0056217,L'uomo che uccise Liberty Valance,1962,
tt0056218,Va' e uccidi,1962,2757256
tt0056219,Il maniaco,1963,
tt0056220,Sinfonia per un sadico,1962,
tt0056228,L'uomo dalla maschera di ferro,1962,
tt0056230,"Max, der Taschendieb",1962,
tt0056233,Mermaids of Tiburon,1962,
tt0056238,Mici néni két élete,1963,
tt0056241,Anna dei miracoli,1962,
tt0056243,Tu vivrai,1962,
tt0056248,La morte sale in ascensore,1962,
tt0056249,Un tipo lunatico,1962,
tt0056253,Moy mladshiy brat,1962,
tt0056255,Mr. Hobbs va in vacanza,1962,
tt0056262,Capobanda,1962,
tt0056264,Gli ammutinati del Bounty,1962,
tt0056265,Muz z prvního století,1962,
tt0056267,La mia geisha,1962,
tt0056268,I misteri di Parigi,1962,
tt0056269,Na semi vetrakh,1962,
tt0056271,Nackt unter Wölfen,1963,
tt0056277,Gli spettri del capitano Clegg,1962,
tt0056279,La notte delle streghe,1962,
tt0056281,Nils Holgerssons underbara resa,1962,
tt0056283,Il prigioniero di Guam,1962,
tt0056285,Sette allegri cadaveri,1961,
tt0056289,L'affittacamere,1962,
tt0056290,Io... 2 ville e 4 scocciatori,1962,
tt0056291,Il coltello nell'acqua,1962,
tt0056293,Nude on the Moon,1961,
tt0056302,L'occhio del maligno,1962,
tt0056303,Sparate a vista all'inafferrabile 009,1962,
tt0056305,Ohne Krimi geht die Mimi nie ins Bett,1962,
tt0056307,Norman astuto poliziotto,1962,
tt0056308,Sesso peccato e... castità,1962,
tt0056312,Ofelia,1963,
tt0056315,L'orribile segreto del Dr. Hichcock,1962,
tt0056319,Out of the Fog,1962,
tt0056321,De overval,1962,
tt0056322,O Pagador de Promessas,1962,
tt0056325,Due mariti per volta,1962,
tt0056327,Fiore secco,1964,
tt0056331,Il giorno dopo la fine del mondo,1962,
tt0056333,Le parigine,1962,
tt0056335,Parola d'ordine: coraggio,1962,
tt0056341,Rodaggio matrimoniale,1962,
tt0056343,Perseo l'invincibile,1963,
tt0056346,Fedra,1962,
tt0056347,Il fantasma dell'opera,1962,
tt0056349,Pranzo di Pasqua,1962,
tt0056350,I pirati del fiume rosso,1962,
tt0056352,I sette navigatori dello spazio,1962,
tt0056353,Play It Cool,1962,
tt0056355,The Bellboy and the Playgirls,1962,
tt0056356,Pojat,1962,
tt0056357,La crociera delle tigri,1961,
tt0056358,Ponzio Pilato,1962,
tt0056363,Il postino suona sempre... 10 volte,1962,
tt0056366,Prekobrojna,1962,
tt0056368,Sepolto vivo,1962,
tt0056370,La scuola dell'odio,1962,
tt0056371,Prima della rivoluzione,1964,
tt0056376,Private Potter,1962,
tt0056377,Rapina al campo 3,1962,
tt0056379,Professor,1962,
tt0056387,La valigia del boia,1962,
tt0056389,Le quattro giornate di Napoli,1962,
tt0056396,Il dominatore dei 7 mari,1962,
tt0056397,Reach for Glory,1962,
tt0056403,Cronache di un convento,1962,
tt0056404,Il riposo del guerriero,1962,
tt0056405,Reptilicus - Il mostro distruggitore,1961,
tt0056406,Una faccia piena di pugni,1962,
tt0056412,Sfida nell'alta Sierra,1962,
tt0056415,Ring of Terror,1961,
tt0056417,Astronauti per forza,1962,
tt0056424,Gli amanti devono imparare,1962,
tt0056427,Rosmunda e Alboino,1961,
tt0056430,Rotkäppchen,1962,
tt0056435,Safe at Home!,1962,
tt0056436,Sahib Bibi Aur Ghulam,1962,
tt0056443,Sanjuro,1962,46808
tt0056444,Il gusto del sakè,1962,
tt0056446,Sasa,1962,
tt0056447,Storia cinese,1962,
tt0056448,I fuorilegge della valle solitaria,1962,
tt0056452,Il tesoro del lago d'argento,1962,
tt0056466,Sem nyanek,1962,
tt0056467,I sette peccati capitali,1961,
tt0056468,I sequestrati di Altona,1962,2398000
tt0056469,Serena,1962,
tt0056470,Tre contro tutti,1962,
tt0056472,I sette gladiatori,1962,
tt0056478,Come uccidere un'ereditiera,1962,
tt0056480,Sherlock Holmes - La valle del terrore,1962,
tt0056485,La schiava di Bagdad,1963,
tt0056491,Sin in the Suburbs,1964,
tt0056496,Apache in agguato,1962,
tt0056499,The Slime People,1963,
tt0056501,Lo smemorato di Collegno,1962,
tt0056504,Sodoma e Gomorra,1962,
tt0056506,Soldaterkammerater på sjov,1962,
tt0056509,Some People,1962,
tt0056512,Il sorpasso,1962,
tt0056514,Io e la donna,1962,
tt0056516,La strada a spirale,1962,
tt0056526,Alla fiera per un marito,1962,
tt0056528,La strage dei vampiri,1962,
tt0056534,Det støver stadig,1962,
tt0056537,Subarnarekha,1965,
tt0056541,La dolce ala della giovinezza,1962,
tt0056546,Sømænd og svigermødre,1962,
tt0056548,Das süsse Leben des Grafen Bobby,1962,
tt0056552,I racconti del terrore,1962,3270000
tt0056555,Con odio e con amore,1963,
tt0056556,Taras il magnifico,1962,
tt0056558,I tartari,1961,
tt0056560,Tarzan in India,1962,
tt0056565,Panic,1960,
tt0056566,Tenera è la notte,1962,
tt0056567,Il terrore di notte,1962,
tt0056568,L'anno crudele,1962,
tt0056572,Terror of the Bloodhunters,1962,
tt0056573,Il testamento del dottor Mabuse,1962,
tt0056575,Il visone sulla pelle,1962,14628923
tt0056576,Hallucination,1962,
tt0056579,Tre oriundi contro Ercole,1962,
tt0056580,The Three Stooges in Orbit,1962,
tt0056581,Il delitto di Therese Desqueyroux,1962,
tt0056582,Assalto ao Trem Pagador,1962,
tt0056583,Tiara Tahiti,1962,
tt0056584,Tiburoneros,1963,
tt0056585,Per un pugno di donne,1965,
tt0056586,La tigre dei sette mari,1962,
tt0056591,Tistega lepega dne,1962,
tt0056592,Il buio oltre la siepe,1962,592237
tt0056599,Det tossede paradis,1962,
tt0056601,L'uomo che vinse la morte,1962,
tt0056602,Totò contro Maciste,1962,
tt0056604,Totò diabolicus,1962,
tt0056605,Totò e Peppino divisi a Berlino,1962,
tt0056606,La torre di Londra,1962,
tt0056609,Transport z ráje,1963,
tt0056611,Appuntamento col cadavere,1962,
tt0056621,Twice Round the Daffodils,1962,
tt0056625,Due settimane in un'altra città,1962,
tt0056626,La ragazza del quartiere,1962,
tt0056628,"Tähdet kertovat, komisario Palmu.",1962,
tt0056629,Marisol contro i gangster,1962,
tt0056630,La porta dalle 7 chiavi,1962,
tt0056632,Missione in oriente - Il brutto americano,1963,
tt0056633,L'ultima preda del vampiro,1960,
tt0056636,Quando torna l'inverno,1962,
tt0056637,The Underwater City,1962,
tt0056639,Gli artigli invisibili del dottor Mabuse,1962,
tt0056640,Un uomo da bruciare,1962,
tt0056646,I leoni di Castiglia,1963,
tt0056648,Varan the Unbelievable,1962,
tt0056649,Vaxdockan,1962,
tt0056651,I fortunati,1963,
tt0056657,La viaccia,1961,
tt0056658,Il vizio e la virtu,1963,
tt0056659,Village of Daughters,1962,
tt0056661,Vita frun,1962,
tt0056663,Questa è la mia vita,1962,24517
tt0056665,La voglia matta,1962,
tt0056667,Le voyage en ballon,1960,
tt0056668,Uno sguardo dal ponte,1962,
tt0056671,Anime sporche,1962,
tt0056673,Il generale non si arrende,1962,
tt0056675,Caccia di guerra,1962,
tt0056676,Amante di guerra,1962,
tt0056680,Watashi wa nisai,1962,
tt0056681,We Joined the Navy,1962,
tt0056683,A Weekend with Lulu,1961,
tt0056687,Che fine ha fatto Baby Jane?,1962,
tt0056691,Come ingannare mio marito,1962,3488000
tt0056692,Wild Gals of the Naked West,1962,
tt0056693,Wild Guitar,1962,
tt0056695,I selvaggi della prateria,1962,
tt0056696,The Wild and the Willing,1962,
tt0056700,Avventura nella fantasia,1962,
tt0056703,The World's Greatest Sinner,1962,
tt0056704,Il braccio sbagliato della legge,1963,
tt0056709,Yôsei Gorasu,1962,
tt0056710,I giovani fucili del Texas,1962,
tt0056714,La storia di Zatoichi,1962,
tt0056725,Zotz!,1962,
tt0056731,Il diavolo sotto le vesti,1963,
tt0056732,L'angelo sterminatore,1962,
tt0056733,Älskarinnan,1962,
tt0056734,Älä nuolase...,1962,
tt0056735,Åsa-Nisse på Mallorca,1962,
tt0056736,L'eclisse,1962,
tt0056796,L'incredibile spia,1963,
tt0056800,55 giorni a Pechino,1963,
tt0056801,8½,1963,98760
tt0056802,Incubo sulla città,1963,
tt0056804,A tiro limpio,1964,
tt0056810,Act One,1963,
tt0056811,Atto di primavera,1963,
tt0056815,Agente XU 777,1963,
tt0056818,Al di là della vita,1963,
tt0056823,Als twee druppels water,1963,
tt0056825,Il ribelle dell'Anatolia (America America),1963,
tt0056836,Arashi wo yobu jûhachinin,1963,
tt0056844,Az prijde kocour,1963,
tt0056845,Lo sciacallo,1963,
tt0056846,La grande peccatrice,1963,85840
tt0056847,Il balcone,1963,
tt0056850,Bandini,1963,
tt0056854,Barnvagnen,1963,
tt0056856,I basilischi,1963,
tt0056860,Vacanze sulla spiaggia,1963,
tt0056868,Billy il bugiardo,1963,
tt0056869,Gli uccelli,1963,
tt0056870,Bitter Harvest,1963,
tt0056872,Sinfonia di morte,1963,
tt0056874,Blind Corner,1964,
tt0056875,Blood Feast,1963,
tt0056876,Boca de Ouro,1963,
tt0056883,Il boom,1963,57962
tt0056885,Boxer a smrt,1963,
tt0056886,Sammy va al sud,1963,
tt0056892,Pierino la peste,1963,
tt0056894,Rapina al Cairo,1963,
tt0056897,Chiamami buana,1963,
tt0056903,Capitan Newman,1963,
tt0056904,Capitan Sinbad,1963,
tt0056905,Les carabiniers,1963,
tt0056906,Tre morti per Giulio,1963,
tt0056907,Il cardinale,1963,
tt0056908,Donne inquiete,1963,2050000
tt0056910,La carriera di Susanna,1963,
tt0056912,Carry on Cabby,1963,
tt0056914,Il vendicatore del Texas,1963,
tt0056918,Cerimonia infernale,1963,
tt0056919,L'asso di picche,1964,
tt0056921,Pelle d'oca,1963,
tt0056923,Sciarada,1963,
tt0056924,Charley's Tante,1963,
tt0056925,La spia sulla città,1963,
tt0056927,Sciarada alla francese,1964,
tt0056930,Gli esclusi,1963,
tt0056931,La stirpe dei dannati,1964,
tt0056937,Cleopatra,1963,57777778
tt0056939,Il comandante,1963,
tt0056940,Alle donne ci penso io,1963,
tt0056941,Appuntamento fra le nuvole,1963,
tt0056942,The Comedy Man,1964,
tt0056943,Il clan del terrore,1963,
tt0056945,I compagni,1963,
tt0056950,Ercole contro Moloch,1963,
tt0056952,The Cool World,1963,
tt0056955,La corruzione,1963,
tt0056956,Una fidanzata per papà,1963,
tt0056957,Il coltello nella piaga,1962,
tt0056960,Non rompere i chiavistelli,1963,
tt0056961,La mano strisciante,1963,
tt0056963,Lama scarlatta,1963,
tt0056964,Mia moglie ci prova,1963,
tt0056966,Cronaca familiare,1962,
tt0056967,Grido di battaglia,1963,
tt0056969,Cucina al burro,1963,
tt0056975,Il grande corsaro,1963,
tt0056981,Del rosa al amarillo,1963,
tt0056982,Delovye lyudi,1963,
tt0056983,Terrore alla 13ª ora,1963,
tt0056987,Il crepuscolo degli eroi,1963,
tt0056989,Ufficio investigativo 23 - Crepate bastardi!,1963,
tt0056995,Il diavolo,1963,
tt0056998,Dil Hi To Hai,1963,
tt0056999,Il patto dei cinque,1963,
tt0057004,Dottore nei guai,1963,
tt0057006,La donna scimmia,1964,
tt0057007,I tre della croce del Sud,1963,
tt0057011,Dr,1962,
tt0057012,Il dottor Stranamore - Ovvero: come ho imparato a non preoccuparmi e ad amare la bomba,1964,9440272
tt0057013,Confetti al pepe,1963,
tt0057015,Tamburi d'Africa,1963,
tt0057016,Duello nel Texas,1963,
tt0057026,El Greco,1966,
tt0057035,Die endlose Nacht,1963,
tt0057036,Ercole sfida Sansone,1963,
tt0057038,L'eroe di Babilonia,1963,1800000
tt0057049,Il boia di Venezia,1963,
tt0057051,Faccio saltare la banca,1964,
tt0057055,Father Came Too!,1964,
tt0057058,Fuoco fatuo,1963,
tt0057060,Il figlio di Spartacus,1962,
tt0057062,Five Minutes to Love,1963,
tt0057063,Il mio amico delfino,1963,
tt0057066,Per sempre con te,1963,
tt0057067,Per soldi o per amore,1963,
tt0057069,20 chili di guai!... e una tonnellata di gioia,1962,
tt0057071,I 4 del Texas,1963,
tt0057073,Abbigliamento francese,1964,
tt0057076,"A 007, dalla Russia con amore",1963,24796765
tt0057078,La frusta e il corpo,1963,
tt0057080,Frøken Nitouche,1963,
tt0057082,Fuego,1964,
tt0057083,L'idolo di Acapulco,1963,6758000
tt0057085,La baia dei pirati,1961,
tt0057089,Gangsterzy i filantropi,1963,
tt0057090,La veglia delle aquile,1963,
tt0057091,Il gattopardo,1963,
tt0057093,Musetta alla conquista di Parigi,1962,
tt0057095,La vedova nera,1963,
tt0057098,La furia degli uomini,1963,
tt0057100,Gidget a Roma,1963,4360000
tt0057101,Il giovedì,1964,
tt0057102,Cacciatori di donne,1963,
tt0057103,Così bella così sola così morta,1963,
tt0057105,"Giulio Cesare, il conquistatore delle Gallie",1962,
tt0057106,Uno dei tre,1963,
tt0057109,Gojuman-nin no isan,1963,
tt0057111,Goldilocks and the Three Bares,1963,
tt0057112,Gone Are the Days!,1963,
tt0057115,La grande fuga,1963,
tt0057120,Gumrah,1963,
tt0057121,Furia del West,1963,
tt0057122,I pistoleros di Casa Grande,1964,
tt0057127,Hattyúdal,1964,
tt0057128,La città dei mostri,1963,2616000
tt0057129,Gli invasati,1963,
tt0057130,L'eredità della zia d'America,1963,
tt0057134,Lassù qualcuno mi attende,1963,
tt0057138,Il giustiziere di Londra,1963,
tt0057140,The Hi-Jackers,1963,
tt0057147,El hombre de papel,1963,
tt0057152,L'Uncino,1963,
tt0057153,Hootenanny Hoot,1963,
tt0057155,Horror,1963,
tt0057156,The Horror of It All,1964,
tt0057160,House of the Damned,1963,
tt0057162,Il capo famiglia,1963,
tt0057163,Hud il selvaggio,1963,
tt0057165,Hvis lille pige er du?,1963,
tt0057168,Ombre sul palcoscenico,1963,
tt0057171,Ieri oggi domani,1963,
tt0057176,L'immortale,1963,
tt0057178,Amori proibiti,1963,
tt0057180,L'incredibile avventura,1963,
tt0057181,The Incredibly Strange Creatures Who Stopped Living and Became Mixed-Up Zombies!!?,1964,
tt0057182,The indian: la prova del coraggio,1965,
tt0057183,Il laccio rosso,1963,
tt0057187,Irma la dolce,1963,
tt0057189,L'isola dell'amore,1963,
tt0057191,Bionde rosse brune...,1963,5450000
tt0057193,"Questo pazzo, pazzo, pazzo, pazzo mondo",1963,46332858
tt0057196,Jak byc kochana,1963,
tt0057197,Gli Argonauti,1963,
tt0057200,"Johnny Coll, messaggero di morte",1963,
tt0057207,L'uomo in nero,1963,
tt0057212,Jûsan-nin no shikaku,1963,
tt0057215,Atragon,1963,
tt0057218,Kanojo to kare,1963,
tt0057219,Kantô mushuku,1963,
tt0057220,Karbid und Sauerampfer,1963,
tt0057225,I re del sole,1963,
tt0057226,Il mistero del castello,1963,
tt0057227,Il Monte di Venere,1964,
tt0057229,Frine e le compagne,1963,
tt0057232,Koroleva benzokolonki,1963,
tt0057237,Kvarteret Korpen,1963,
tt0057238,Kyônetsu no kisetsu,1960,
tt0057239,La stanza a forma di L,1962,
tt0057241,Ladies Who Do,1963,
tt0057242,Ladybug Ladybug,1963,
tt0057244,The Leather Boys,1964,
tt0057247,La lunga strada della vendetta,1964,
tt0057248,Liang Shan Bo yu Zhu Ying Tai,1963,
tt0057251,I gigli del campo,1963,
tt0057254,I 5 volti dell'assassino,1963,
tt0057259,Le lunghe navi,1964,
tt0057261,Il signore delle mosche,1963,
tt0057262,Il granduca e mister Pimm,1963,
tt0057263,Strano incontro,1963,
tt0057268,Maciste all'inferno,1962,
tt0057270,Maciste contro i mostri,1962,
tt0057271,"Maciste, l'eroe più grande del mondo",1963,
tt0057273,The Madmen of Mandoras,1963,
tt0057274,Il maestro di Vigevano,1963,
tt0057277,Mahanagar,1963,
tt0057278,Maigret e i gangsters,1963,
tt0057280,La cripta e l'incubo,1964,
tt0057284,Il piede più lungo,1963,
tt0057286,Le mani sulla città,1963,
tt0057289,Mare matto,1963,
tt0057291,Marisol rumbo a Río,1963,
tt0057293,Te la senti stasera?,1963,
tt0057295,Matango il mostro,1963,
tt0057298,McLintock,1963,
tt0057301,Mechte navstrechu,1963,
tt0057302,Metempsyco,1963,
tt0057303,L'omicida,1963,
tt0057307,Giovani prede,1963,
tt0057311,Il cranio e il corvo,1963,
tt0057312,L'ultimo treno da Vienna,1963,
tt0057317,Il monaco di Monza,1963,
tt0057323,I mostri,1963,
tt0057328,Mani sulla luna,1963,
tt0057329,Fammi posto tesoro,1963,
tt0057333,El mundo sigue,1965,
tt0057334,Assassinio al galoppatoio,1963,
tt0057336,"Muriel, il tempo di un ritorno",1963,
tt0057341,I miei sei amori,1963,
tt0057344,Colpo grosso al Casinò,1963,1000000
tt0057345,Il disprezzo,1963,903986
tt0057358,Luci d'inverno,1963,
tt0057360,Il mio amore con Samantha,1963,
tt0057362,9 ore per Rama,1963,
tt0057363,Cronache entomologiche del Giappone,1963,
tt0057370,Nunca pasa nada,1963,
tt0057371,Nurse on Wheels,1963,
tt0057372,Le folli notti del dottor Jerryll,1963,7630000
tt0057374,O necem jiném,1963,
tt0057378,Amore e desiderio,1963,
tt0057379,Il castello maledetto,1963,
tt0057380,La Battaglia di Forte Apache,1964,
tt0057381,Oldás és kötés,1963,
tt0057383,Onna no rekishi,1963,
tt0057384,Gli onorevoli,1963,
tt0057387,I commandos dei mari del sud,1963,
tt0057388,Optimisticheskaya tragediya,1963,
tt0057391,Oro per i Cesari,1963,
tt0057393,Pt 109 posto di combattimento,1963,
tt0057394,Pacsirta,1964,
tt0057396,Giorni caldi a Palm Springs,1963,
tt0057400,Quella strana condizione di papà,1963,
tt0057401,Il rifugio dei dannati,1963,
tt0057405,Buccia di banana,1963,
tt0057413,La pantera rosa,1963,10878107
tt0057414,7-9-18 da Parigi un cadavere per Rocky,1964,
tt0057415,A Place to Go,1963,
tt0057422,I 3 affari del signor Duval,1963,
tt0057426,Intrigo a Stoccolma,1963,
tt0057427,Il processo,1962,
tt0057428,"Promesse, promesse",1963,
tt0057434,La verità sul caso Fueman,1963,
tt0057435,The Punch and Judy Man,1963,
tt0057441,Gli avamposti della gloria,1963,
tt0057443,La ragazza che sapeva troppo,1963,
tt0057444,La ragazza di Bube,1964,
tt0057446,I temerari del West,1963,
tt0057447,Il grande safari,1963,
tt0057449,I maghi del terrore,1963,
tt0057458,003 contro Intelligence Service,1964,
tt0057460,Romolo e Remo,1961,3161000
tt0057463,Un buon prezzo per morire,1963,
tt0057465,A bruciapelo!,1963,
tt0057467,Zorro contro Maciste,1963,
tt0057468,Tamburi sul grande fiume,1963,
tt0057469,"Sandokan, la tigre di Mompracem",1963,
tt0057471,Argos contro le 7 maschere di cera,1963,
tt0057473,Sam il selvaggio,1963,6540000
tt0057476,Edgar Wallace e l'abate nero,1963,
tt0057479,Scotland Yard contro Dr. Mabuse,1963,
tt0057480,Scum of the Earth,1963,
tt0057485,Il segreto del vestito rosso,1965,
tt0057489,Sengoku yarô,1963,
tt0057490,Il servo,1963,36463
tt0057494,Shitô no densetsu,1963,
tt0057495,Il corridoio della paura,1963,
tt0057497,Il collare di ferro,1963,
tt0057500,L'avventuriero di re Artù,1963,
tt0057503,Shin Zatôichi monogatari,1963,
tt0057504,Live It Up!,1963,
tt0057507,The Skydivers,1963,
tt0057513,La battaglia di Engelchen,1963,
tt0057514,Sodrásban,1964,
tt0057516,Soldaterkammerater på vagt,1960,
tt0057517,Soldato sotto la pioggia,1963,
tt0057518,Professore a tuttogas,1963,
tt0057521,Sparrows Can't Sing,1963,
tt0057522,Lo spettro,1963,
tt0057523,Quella nostra estate,1963,
tt0057525,"Srecno, Kekec!",1963,
tt0057527,Avamposto Sahara,1963,
tt0057530,Si spogli... infermiera,1963,
tt0057531,Ore rubate,1963,
tt0057532,Una storia moderna - L'ape regina,1963,
tt0057535,Uno strano tipo,1963,
tt0057536,Una ragazza nuda,1963,
tt0057537,Donna d'estate,1963,
tt0057539,Støv for alle pengene,1963,
tt0057540,Il successo,1963,
tt0057541,Summer Holiday,1963,
tt0057542,Magia d'estate,1963,
tt0057543,Una domenica a New York,1963,
tt0057544,Un surîs în plina vara,1963,
tt0057546,La spada nella roccia,1963,12000000
tt0057547,Ginevra e il cavaliere di re Artù,1963,
tt0057549,Sinfonia per un massacro,1963,
tt0057553,Taiheiyô hitoribotchi,1963,
tt0057555,Taj Mahal,1963,
tt0057556,Prendila è mia,1963,
tt0057558,Il sole nella stanza,1963,
tt0057560,Le tre sfide di Tarzan,1963,2180000
tt0057565,Anatomia di un rapimento,1963,46808
tt0057568,Tere Ghar Ke Samne,1963,
tt0057569,La vergine di cera,1963,
tt0057574,That Kind of Girl,1963,
tt0057577,This Is My Street,1964,
tt0057578,Io sono un campione,1963,
tt0057579,Le tre vite della gatta Tomasina,1963,
